id	document	label
9802	스쿨푸드 처음먹어보는데 비싼데 인기많은 이유가있네여	0
9803	오늘도 또 달립니다ㅎㅎ 최소 월1회는 먹어줘야죠ㅋ 항상 변함없는 맛과 서비스! 오늘도 잘 먹겠습니다~	1
9804	늘 맛있게먹어요^^	0
9805	오우~ 쿠폰 있길래 시켜봤는데 맛있네요 찌개도 된장삼겹도!!! 양도 생각보다 많고 흑미밥도 너무 맘에 들어요ㅎ	0
9806	맛있어서 자주 시켜먹는데 쌈은 확인안하시나요? 상추 상태가 너무안좋아요~	1
9807	매번 맛좋은 음식 감사드립니다	0
9808	맛있었고 빨랐습니다	0
9809	넘 배고파서 허겁지겁먹다가 사진도 못찍엇네요 진짜 최고에요 피자는 영구스!!!!!!!♥	1
9810	굿 맛있어요 또 시켜먹을게용	1
9811	ㅎㅎ배달도빠르고 괜찮습니다~	0
9812	맛 서비스 모두만족	0
9813	맛있게 잘 먹었습니다	1
9814	햄버거는 역시 징거더블다운맥스	0
9815	배달도 빠르게 와서 따뜻하게 잘 먹었습니다👍 kfc에서 버거는 처음 먹어본 건데 엄청 푸짐하고 맛있었습니다! 다음에도 믿고 주문할게요~!	0
9816	horrible experience, I will not buy again.	1
9817	배달음식에 대한 기대가 높아졌어요 깔끔하고 맛있습니다	0
9818	잘먹었어요~	0
9819	항상 맛있게 먹고있어요	0
9820	맛있게 잘먹었습니다~	1
9821	맛있게 잘 먹었습니다 ◡̈	0
9822	앙도 정말 많고 맛있게 잘먹었습니다~	0
9823	정말 먹고 싶은 두 가지 맛으로 먹었네요~ 추우날 나가지 않고 집에서 먹을 수 있어 너무 좋네요~	0
9824	기개 했던 맛 그대로...	0
9825	가슴살이 퍽퍽하지 않고 부드럽고 오늘은 조금 더 바삭하게 튀겨졌네요	1
9826	good。	0
9827	맛있게 잘먹었습니다. 중독양념만두 최고에요 ㅎㅎ	0
9828	양두많구 점심 맛나게 먹었어요~~	0
9829	구냥 그래용 ㅎㅎㅠㅠㅠ	0
9830	탕수육이 아주 많고ㅠ맛있었어요!!! 간짜장도 존맛ㅠㅠㅠㅠㅠ친구랑 싹싹먹었네용!!	0
9831	항상 실패없는 맛입니다~ 번창하세요	1
9832	집에서먹는 버거는 죤맛탱이네용ㅎㅎ	0
9833	맛은 괜찮았는데 이정도면 돼지김치찜 아니고 온리 김치찜같아요ㅠㅠ 엄청 조그만 고기 달랑 두점 들어있어서 웃었네요 한끼 적당히 먹기 괜찮았습니다	0
9834	맛있게 잘 먹었습니다 감사요~	0
9835	자주 시켜먹을것같습니다	1
9836	맛있긴 맛있는데  대달하는시간이 머무오래 걸리는것같아요	0
9837	배달두 빨리왔고 맛도 좋고 ㅎ서비스 막국수보고 놀랐네요. ㅎ	1
9838	족발 상태도 좋고 막국수 서비스인데도 양도 많고 맛있었어요 앞으로 족발은 여기서 시켜먹을 예정이에요!	1
9839	맛있게 잘먹었습니다.. 다음번에도 주문할께요	0
9840	맛있게 먹었습니다^^~	0
9841	비록 배달은 늦었지만 보쌈이 냄새없이 맛있네요~	1
9842	양은 많은데 맛은.. 움.. 양은 생각보다 많은거 같애요!	0
9843	안전 배달 요청했는데 오셔서 벨 누르시고 직접 주셨어요..ㅠ 가족 몰래 먹으려다 들켜버렸네요	0
9844	맛있게 질먹었습니다 ㅋㅋ	0
9845	매번 시킬때마다 맛있습니다!	1
9846	제가 주문한건 리코타치즈&치킨샐러드였는데 받은건 리코타치즈베리&치킨샐러드네요. 그사이즈만 여태까지 만들은건 알겠는데요~~배달 특성상  고객이 주문것을 정확하게 보시고 배달해주세요.  좌측사진은 요기요앱보고 주문한거고 가운데는 제가 받은 것.우측사진은 파리바게뜨사이트에서 캡쳐한거에요. 오해없게 장사하세요	0
9847	리뷰이벤트로 감자튀김 사이즈업 했는데 양 엄청 많아요 ㅋㅋ 신메뉴도 맛있어요 콜라 얼음컵에 오면 더 좋을것같지만.. 그래도 먼 거리 배달돼서 행복해요 ㅠ ♡	1
9848	잘먹었습니다 양이 생각보다많아서 좋았습니다	0
9849	푸짐한 양은 아니지만 그럭저럭 먹을만했어요~~특히나 건더기 다 먹고 국물에 밥 비벼먹고 싶을정도. 양이 조금만 많았음 좋겠어요~^^	0
9850	배송시간이 빨라서 좋아요~~~~	0
9851	알볼로 역시 맛있네요 ~~ 다음에도 또 시켜먹겠습니다 ㅎㅎ	0
9852	맛있게 잘먹었습니다~!	1
9853	맛맛맛맛맛있어요오오	0
9854	콩나물국이 아니라 김칫국인데요... 거기다가 밀봉뜯고 국물봉지에서 그릇에 부우는데 뜨겁고 잘 안부어져서 다 쏟고... ㅠ ㅠ 허..	0
9855	잘먹었읍니다 잘먹었읍니다	0
9856	맛은 그럭저럭 괜찮습니다. 배달은 빠르네요.	0
9857	역시 인기많아서 점심시간에는 좀더 느긋하게 기다려야하는 맛집~ 진짜 맛있어요~~!! 중독성짱!	0
9858	감사합니다 545454664646645455	0
9859	여태 시켜먹은 것 중에 제일 맛있슴다	0
9860	양 많고 맛있습니다	0
9861	ㅓ여기서 자주 시켜먹음 굿~~~~~~~~	0
9862	주문한지 6일정도 됐는데 넘만족해서 이제쓰네요 10퍼할인해서 감사히 잘먹었구요 무엇보다  타지 않게 잘 익혀서 와서 좋습니다양념 소스도 짜지 않고 자극적이지 않아서 너무 만족스럽게 잘 먹었습니다 닭이 실하고 양도 많고 정말 최고에요	0
9863	너무 괜찮네요  아주 맛있어요 그런데 리뷰에 보면 중짜 시켜도 막국수 서비스 주신 내용들이 있어 기대했는데 없네요??ㅠㅠ  하튼 아주 맛있어요!!  국내산이고 당일 삶으신다니 믿고 먹네요	1
9864	맛나고 좋아요 배불리 잘 먹었습니다.	1
9865	배달예상시간보다 빨리왔어요!! 마리두 넘 맛있구 요청사항도 신경써주셔서 감사합니다! 다음에 또 주문할게요~~	0
9866	또시켜먹을꺼같아요~~	1
9867	배송도 빨랐고 맛있었어요 굿굿	0
9868	핫블링+크리미어니언 맛있어요~!!	1
9869	맛있게 먹었습니다-)!	0
9870	맛잇어요 담에 또 시켜먹을게오	0
9871	떡볶이랑 같이 먹으려고 콜라를 시켰는데 나중에 와서 ;;그래도 김말이 튀김은 엄청 맛 있었습니다 제일 좋아하는게 후추맛 나는거여서 개인적으로 김말이가 젤 맛 있었습니다	0
9872	신속하고 맛있게 잘먹었습니다	0
9873	양 진심 하타치...	0
9874	배달시간만 조금 당겨주심 완벽완벽~~	0
9875	잘받았어요 다음에 또 이용할게요	0
9876	괸찬아요 배송도 생각보다 빠르고	0
9877	배달해주시는분 너무 조아서 기분이 좋았어요 맛있었어요~!	1
9878	존맛탱 ~~~ 아빠가 여기 어디냐고 맛있다고 하셨어요 다음에도 시켜먹을게용 ~~~~~	1
9879	배달 굉장히 빠르고 특히 포테이토피자가 맛있어요	1
9880	예전에비해 맛이약간덜한것같은데 그래도맛있게먹었어요. 여전히 야채는 한번더씻어야할듯해요. 배달도 1시간10분넘게기다려서먹어서 그건 실망. 그래도맛있게먹었어요.	1
9881	맛나게 먹었습니다.열혈쫄면 존맛	0
9882	자주 시켜 먹고 있어요. 양도 적당하고 맛있습니다	0
9883	맛있습니다 잘먹었어요	0
9884	돈가스 기름과 탄맛이...좀 아쉬웠네요	0
9885	찜닭도 닭도리도 내입맛이네요 맛있는 아점 했어요 또뵈요ㅎ	0
9886	마파두부 좋아요   어향육슬 고수 못먹는분들은  약간 거슬릴듯   꿔바로우도 맛있음	0
9887	파파이스 맛있어요 잘먹었어요	1
9888	혼자 먹을 수있는 양도 있었음 좋겠어요	0
9889	양도 많고 맛있어요	1
9890	잘먹엇어요 깔끔하게 와서 좋네요 ㅎㅎ 꽈리고추가 신의 한수였어요 취저네요~~	0
9891	맛있게 잘 먹었습니다.	0
9892	배달이 빨라요!!!	0
9893	맛있게 잘 먹었네요	1
9894	김밥과 냉면 맛있게 먹었어요^^	0
9895	맛있고 깔끔해요 추천합니다	1
9896	배달도 빠르고 너무 맛있어요	1
9897	오래 간만에 먹어 맛나네요~~^^	0
9898	오늘도 아이들과 정성스런 음식 잘 먹습니다~ 항상 감사합니다^^	1
9899	다른건모르겠는데 포장상태 너무 하급입니다.	1
9900	족발시킬때면 매번시켜먹는데 항상만족합니다	1
9901	배달이 생각보다 오래걸렸지만 맛있게 먹었습다! 4개 주문해서 6명이서 배불리 먹었어요	0
9902	덕수관 미만잡인데 무슨 말이 필요해~	0
9903	bbbbbbbbbbb	0
9904	족발은 항상 여기에서 시켜먹어요 ㅎㅎ 막국수도 맛있고 족발도 쫄깃하고 만족합니다 ㅎ	1
9905	배달 좀 늦었는데 맛있어서 만족합니다^^ 요청사항 잘 봐주셔서 좋아요	0
9906	배달이 예상보다 늦네요.. 그제는 배달원이 없다고 취소당하고ㅠㅜ 밥은 잘 먹었어요	0
9907	어제 처음 시켜먹어봤는데 맛있더라구요 ㅎㅎ  돈가스도 떡볶이도 맛있었어요!	1
9908	잘먹엇습니다 맛잇엇어요	0
9909	맛있게 잘먹었어요 다른때 주문에비해 좀짰네요	0
9910	짱맛짱맛 바삭바삭하구 맛있어용!!!	0
9911	맛있게잘먹었습니다 또주문할게요 ^^	0
9912	맛있어요 하지만 핫영념은 진짜 맵군요.	0
9913	보쌈은 무조건 여기 시키고 있어여 오늘도 굿굿	1
9914	너무 맛나게먹었어요 명란이 엄청고소해오	0
9915	배달시간도 빠르고 양도 많고 맛도 좋아요	0
9916	맛있음 ㅇㅇ 딱히 안좋은점 없음	0
9917	맛있게 잘 먹었습니다	0
9918	가격대가 있기는 하지만 정말 실패없는 맛이네요 ㅎ 맛있어요ㅎ 2일전에 시켜먹고 또 생각나서 시켰어요 ㅎ 배달도 나름 빠르고 좋았어요	0
9919	맛도 괜찮고 배달도 빠르고 좋았는데 떡갈비도시락은 떡갈비 양이 너무 적어서 당황했습니다. 다른 도시락은 양도 괜찮았습니다.	0
9920	맛잇어요 잘먹었습니다 ㅎㅎ	1
9921	치짜가너무맛있어요새로운맛이에요	0
9922	삼겹도 맛있지만 닭갈비 너무너무 맛있어요. 자주 주문하는 맛집중 하나예요.	0
9923	10분만에 배달 와서 깜짝 놀랬어요 bb 샐러드랑 베이글은 이전부터 자주 먹던 거라 말할 필요도 없고 뽀드득 그릴 소시지가 없어서 소세지 도넛으로 시켰는데 이것도 맛있네요ㅠㅠ 감자맛도 나고 살찌는 느낌이지만 원래 맛은 칼로리에 비례하는 것 아니겠습니까 허허...	0
9924	김치라도 주면 더나았을텐데 아쉽네요. 후기가 극찬들이라 시켜봤는데 그냥그랬어요. 고기부추밥. 밥이 조금 꼬들밥스러윘어요.	0
9925	앞으로 여기서만 시키기로 족발 정리 끝 더긴말필요없이 그냥 최고	1
9926	매콤간장 맛있네요 잘먹었어요	0
9927	와! 역시 미스터보쌈족발 신도림점! 오! 완전 내 입맛을 뒤집어 노셔따. 진짜! 최고의 맛! 화이팅!	1
9928	배달빠름요 무난무난 장막어ㅛ어여	0
9929	맛있게먹엇어요 감사요	0
9930	맛있고 배달도 빨라요!	0
9931	맛있게 대식구 나눠 먹고 국물에 밥 비벼먹으면 두그릇 뚝딱입니다.	0
9932	배달빨라요 떡볶이양이 많아 나눠먹기좋아요	0
9933	잘먹엇습니당~~~! ㅎㅎ	0
9934	맛있어요 음료서비스가없어 아쉽	1
9935	맛있게 잘 먹었습니다	0
9936	배달 빠르고 맛있었어요	0
9937	족발은 여기만 시켜요^^  지방 사시는 친정아빠가 어디보다 맛있다고! 족발을 이래랴 한다고 오시면 항상 시켜요~!	1
9938	맛있었고 배달도 빨라서 좋습니다!!	0
9939	맛있었어요! 양이 좀 적고 배달이 조금 늦은거 빼면 좋앗어요!!! 맛있게 잘 먹엇습니당><	0
9940	좋네요 소주한잔하기 좋은 국물이네요	0
9941	공기밥이 빠져왔지만 친절히 다시 가져다주셨어요:) 불족발정말 맛있네요 같이온 야채들도 싱싱하고 맛있었어요~~!갠적으로 담엔 불족발 보통맛 시켜야할것 같아요~매운맛 시키니 엽떡정도 매운듯해요~~	1
9942	비스켓 존맛탱......	1
9943	맛나게 잘먹었어요♡♡	0
9944	맛있어서 사진도 못 찍고 다 먹어버렸네요...	0
9945	단짠윙봉 너무 맛있어요~~김소떡도 너무 좋아요	0
9946	호식이 간장치킨 맛있어요~	0
9947	여기만 시켜먹는거 같아요 맛있어욬	0
9948	양이 엄청나서 놀랬어요  맛있는데 배불러서 남겼어욧 하핰ㅋㅋㅋ	0
9949	리뷰깜빡했다 이제쓰네요ㅠㅠ죄송해요!ㅠ 늘 친절하게 주문 받아주시고 맛있고 너무 만족합니다!!ㅋㅋㅋ 특히 막국수 너무맛있고 배달도 저녁시간인데 예상보다 너무빨리와서 깜짝놀랐어요!ㅋㅋㅋ 막국수땡길때마다 항상 여기 시켜서 먹어요!ㅋㅋㅋ	1
9950	맛있어요~~^^담에도	1
9951	맛있게 잘 먹었습니다 감사합니다	0
9952	푸짐한 양에 맛도 좋아서 잘 시켜먹고있어요~ 항상 만족하고 있어요. 감사합니다^^	1
9953	제육은 숯불맛이강해서 패스 짜게치면은 진짜 맛잇음  느끼하긴한데 땡김  칼칼하게 매운것으로 출시하셧음 좋켓네요 2가지 맛으로	0
9954	잘 먹었습니다. ^^	0
9955	양이적어서 다음번에는 다른걸 시켜봐야겠어요ㅠ	0
9956	갓양념 너무다네요 좀 매울줄알았는데	0
9957	신메뉴였는데 아주 맛있었습니다!	0
9958	너무 맛있어요! 돈까스 바삭하고 고기도 두껍고 좋아요 라멘도 너무 맛있구 카레 등심은 맛있는데 카레가 조금 모자랐어요ㅜㅠ	0
9959	배달도 빠르고 마늘보쌈도 너무 맛있었어요~	0
9960	파파이스 홈박스 맛있게 먹는 법. 치킨을 한입 먹는다. 감자 한개를 먹는다. 햄버거 한입 먹는다. 감자 한개를 먹는다. 치킨을 한입 먹는다. ........ 꼭 섞어 드세요~♡	1
9961	원래 잘시켜먹었는데 김가루가 상품사진에있어서 가끔 까먹고 주문요청란에 안쓰거든요 김가루는 뿌려져서 왔으면 좋겠는데 시킬때마다 이래서 번거롭네요 원래 이런건지 불편하네요	0
9962	너무너무 좋아요 ㅎㅎㅎㅎ	0
9963	말할게있니요정가네인데 항상맛잇어요	0
9964	처음 시켜봤는데 진짜 맛있어요!! 엄마도 앞으로 족발 여기서만 시켜먹자고 하시네용 :)	1
9965	시간도 맞춰오시고 맛있습니당	1
9966	ㄷㅎㄷㅅㄷㅅㄷㅅㄷㅅ	0
9967	서비스김말이까지~ 잘먹었습니다	0
9968	항상 잘 먹고있습니다	0
9969	보쌈맛있어요 늘 여기서만 주문합니다	1
9970	집에서 용인터미널점이 가깝긴한데 영업종료되서 역북점으로 시켰더만 배달원이 다음에는 터미널로 시키라고 그러더라고요 ;; 그래서 터미널이 영업종료되서 여기로 시킨거라말했더니 알겠다하고 갔네요 배달원 바꾸셔야할듯	0
9971	주문할때 마다 깔끔하고 맛있네요...	1
9972	맛있었습니다~~~~	0
9973	시간 맞춰서 잘 왔어요 항상 맛있구여~~	0
9974	주말에 밥해먹기 귀찮을 때 굿	0
9975	맛있었어요 굿굿  양도 생각보다 넉넉했어요	0
9976	포장깔끔하고 맛있어요 ㅎㅎ 근데 배달이 예상시간보다 25분이나빨리오니 혹시 한강이거나하신분은 도착해서시키세요..	0
9977	맛있고 친절하고 좋아요 닭이 신선했어요	1
9978	맛있게 잘 먹었습니다.	1
9979	배달이 빠르게와서 30분정도 걸렸고 평소보다 맛도 좋았습니다	0
9980	음식도 맛있지만 반찬도 다양하고 맛있어서 좋아요	0
9981	맛이 너무 셔서 고기만 빼먹음..	0
9982	듣던대로 양은 좀 적지만 배송 빠르고 맛있네요.	0
9983	양도 많고 잘 먹었습니다~	0
9984	이제서야 미스터보쌈을 먹어봤다는게 스스로 한심할 정도로 진짜 넘 맛있어요.. 뭐지 진짜.. 왜 녹지... 왜 이렇게 맛있는거죠..? 깔끔한 배달부터 양이며 맛이며 서비스며 어느 하나 모자란거 없이 완벽해요ㅜㅜㅜㅜ 족발 추가한 거 신의 한 수 였다 싶을 정도로.. 족발 소스만 쪼끔 냄기구 진짜 밑반찬도 다 싹 쓸어 먹었어요.. 잡내가 없다는게 이런 맛이구나.. 라는 걸 처음 깨달앗구 보쌈이.. 족발이.. 입에서 녹는 거엿구나.. 라는 걸 처음 알았어요.. 기분 좋은 저녁 시간 만들어주셔서 감사합니다 ☺️	1
9985	맛있었어요. 음식도 따뜻하구요.	0
9986	한달에 2~3번은 시켜먹는데 리뷰는 첨 써보네요~ ㅋ 닭볶음탕의 끝판왕입니다~ 국물이 진해서 밥도둑이 따로없습니다ㅎ 종류별로 시켜먹어봐두 전 원조가 제일 맛있네요~ㅋㅋ 대박나세요~~	0
9987	배달은 좀 늦으셨지만 맛있게먹고있습니다. 감사합니다. ^^	0
9988	양도 많고 맛도 괜찮은데 배달이 좀 늦었네요	0
9989	치즈치킨베이컨버거 첨 먹어 봤는데, 너무 맛있네요♥️	1
9990	볶음밥은 맛있어요 콩나물해장국은 그냥 김치콩나물국이예요	0
9991	늘 변함없이 맛있어요	0
9992	따뜻하게 잘 먹었습니다	0
9993	별하나도 아까운데 욕이 나올정도로 화가나네요 먹기도 전에 다버렸습니다.40분내외로 도착한다그래서 기다리니 한시간 넘게 걸리고전화없고 전화해보니 원래 서리쪽은 이만원이상 시켜야 가는데 뭐 인심을써줬다라고 하는것은 무슨 심보인가요?그냥 죄송합니다 한마디가 어렵나요? 더군다나어디를들려왔는지음식은 다식어있고 짬뽕국물은 재탕을 했는지 쓰레x냄새가 나는군요 음식도 포장을 어떻게 했는지 다새서오고 옷에 묻고 난리부르스네요 바로  버렸습니다^^ 그리고 전화 받는 직원인지 사장님인지 모르지만 ‘어떻게 하길 바라세요?’ 사과먼저 배우시길바래요	0
9994	빠르다. 만족한다. 롯데리아최고.	0
9995	양 많고 맛은 평범합니다  배달 빨라서 좋아요	0
9996	사무실에서 점심으로 잘먹었어요!!!!	0
9997	배달도 빠르고 족발도 연해서 좋았고 서비스 주먹밥도 맛나게 잘 먹었습니다!!!	1
9998	치킨 땡길때 믿고먹는집	0
9999	돈가스 기름과 탄맛이...좀 아쉬웠네요	0
10000	빠른배달 감사합니다. 맛있게 잘 먹었습니다.	0
10001	고기도 많이 주시고 배달도 빨리 왔어요! 정말 맛있습니당~~!ㅎㅎ	1
10002	피자는 항상 7번가에서만 시켜먹어요 도우와 치즈가.. 7번가보다,잘하는곳도 없고 우리집 입맛에 딱입니다~~ 색다른거 먹어볼까해서 다른가게에서도 시켜먹어봤는데 7번가에 정착하게 되더라구요  변함없는 피자맛 지켜주세요~~	1
10003	마리가 맛있고 떡볶이와 조합도 잘 어울렸어요 ! 잘먹었습니당	0
10004	맛있게 잘 먹었습니다.	1
10005	원할머니 족발 좋아요	0
10006	맛있어요. 추억의.맛이죠	0
10007	맛있게 잘 먹었습니다~	1
10008	맛이랑 양은 마음에 들었으나 배달이 늦어 별 3개	0
10009	비지찌개 제육 맛집	0
10010	여기 지점에서는 처음 먹어보는데 정말 맛있어요 막국수도 떡막국수 아닌가게는 처음인것 같아요	1
10011	너무맛있었어요 내맘원픽	1
10012	여기서만시켜요. 최고의 맛 친절도 최고	1
10013	맛있게 잘먹었습니다!	1
10014	맛있어요~ 배달 빨라서 넘 좋아요	0
10015	바쁜 금요일 밤에 배달이 빠르고 좋았습니다	0
10016	좋아요아주좋아요 따뜻하게왔어요	0
10017	잘 먹었습니다~~~	0
10018	모밀 양이 적어요 맛은 보통 돈까스는 눅눅하지만 부드럽고 맛나요 라멘도 먹을만하지만 차돌 양이 적어요 일반 플라스틱 용기인데 배달료 7000원은 너무한듯	0
10019	2명 먹기 딱 좋은 양이였어요 ! 포테이토 불고기 둘다 맛 괜찮았어요! 다시 또 시켜먹을꺼 같아요ㅎㅎ	0
10020	맛있게 잘 먹었습니다 근데 소스가 넘쳐서 봉투 내에 잔뜩 묻었더라구요 뚜껑 잘 닫아서 보내주셨으면 좋겠습니다	1
10021	튀김이 조금 눅눅? 해진 것만 빼면 좋았어요! 1인이라 양도 넉넉하구요!	0
10022	정말정말 맛 양 배달 전부 만족스러웠습니다! 보들보들한 식감이.. 으으 너무 좋았어요~ 족발 배달할일 있으면 여기서만 먹을것같습니다^^	1
10023	잘먹음 다음에는 돈가쓰먹기루~~ㅋ	1
10024	진짜 맛있고 양 많아요	0
10025	참치김밥시켰는데 왠 그냥김밥? 온거 냉장고에 넣어놔서 이제봤네 아 짜증..	0
10026	마리는 늘 같은맛,  옛날 김뽘은 그냥 보기만해도 빨개요 간도 좀 짜구요 밥 양에 비해 양념(고춧가루)이 과한듯 싶습니다	0
10027	쌀국수 검색하니 두 군데 나왔고 한 친구가 삼겹살세트 맛있다고 들었다고 했는데 메뉴 뭐있나보다가 양지?쌀국수랑 파인애플볶음밥, 분짜 세 개 먹으려고 했어요  근데 결제단계에서 주문불가한 메뉴가 있다고 해서 일단 분짜는 주문 그대로 하고 삼겹세투1인, 여기에 스프링롤 먹고싶다고 해서 그렇게 선택! 하고 주문하니 결제 되더라구용 (주문불가는 쌀국수 아님 파인애플볶음밥 둘 중 하나 아니면 둘다)  분짜 양 많고 맛있었어요 새콤달콤 스프링롤도 6개 크고 엄청 채소 푸짐해서 놀랐어요 일주일치 채소ㅋㅋ삼겹살도 맛있었어요 야식메뉴 추천추천	0
10028	주문 잘못했는데 전화로 확인해주시고 배달도 빨리 잘갖다주셨어여~~~ 다음에또 주문할게요 잘먹었습니당	1
10029	파가 약간 시큼한맛이 났는데먹을만 하긴해써요	0
10030	동내에서 제일 자주 시켜 먹는것 같네요 맛잏고 배달도 빠르고 좋아요 아주 좋아요	0
10031	매콤로제가 더맛있네요	0
10032	가끔 시켜 잘먹고 있어여~	0
10033	역시맛있네요 근데 양이 살짝 부족한 느낌이 있네요 그거 말곤 만족합니다 잘 먹었었습니다	1
10034	플라스틱이 아닌 종이재질 포장이라 맘에 들어요	0
10035	수고 많이 하셨습니다.	1
10036	예전에 시켰을 때보다 뭔가 맛이 심심해진 거 같아 별 하나 뺐습니다. 대자로 시켜서 그런 건지 소자 시켰을 때는 꽉찬 맛이었는데 제 착각인가ㅠ 아무튼 그래도 여기 샹궈가 제일 맛있어요!	0
10037	ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ	0
10038	언제나 만족하고 있습니다. 다음날까지 맛있게 먹었네요 :)	0
10039	얼큰인데 전혀요.. 개인적으로 더 매웠으면 하는 아쉬움이 있어요. 달짝지근한 맛이에요. 그래도 간이 잘 베어 있고 살코기도 부드러워서 잘 먹었습니다.	0
10040	맛잏어요. 또 시킬게요	1
10041	정말 맛있게 잘먹었네요	0
10042	약간 식어서 왔어요....ㅠㅠㅠㅠ	1
10043	요청사항이랑 튀김옷 맛이 개인적으로 취향이 아니라서.	0
10044	항상 빠르고 친절하시고 맛나요^-^	1
10045	잘 먹엇습니다 나중에 또 시켜먹을게요	1
10046	맛있게 잘먹었어요ㅎㅎ 최고!	0
10047	처음 시켰는데 양도 많고 배달 시간도 완전 금방 왔어요!! 온가족이 다같이 먹었는데 다들 맛있데요 근데 쿠폰은 주문표가 쿠폰인가요? 왠지 자주 시켜먹게될거같은데ㅋㅋ 쿠폰이 따로 안보이네요	1
10048	담엔 양꼬치로만 그득 시켜먹을정도로 맛있었어요^^!	0
10049	치킨은 너무 맛있었는데 감자를 너무 튀긴지 오래된거 가져와서 다 버렸어오ㅡㅠ. 치킨은 넘 맛나서 다시 재주문했어요	1
10050	배달 60분이라고 했으나 1시간반 걸렸습니다 찜닭이 식어서 당면이 다 불었네요ㅜ 맛은 괜찮았는데 배달이 너무 아쉬웠네요	0
10051	다 좋은데 김치찌개에 원래밥안주시나요?	0
10052	처음 사먹어봤는데 맛있어요!!	0
10053	너무푸짐하고 맛나네요^^	1
10054	맛있네요 양도 꽤 많아서 놀랐어요. 딱 맛있게 맵습니다.	0
10055	잘먹었습니다~ 즐거운 하루 되세요^^	0
10056	빠른배달로 따끈하게 맛나게 먹었습니다	1
10057	3가지맛을 함께 느낄수 있다는점이 너무 좋았고 다만 파닭 치킨은 좀 싱거운 느낌이였습니다.	0
10058	맛있어요 배달빨라요	0
10059	떡볶이에서 양배추냄새가 ㅠㅠ 별로예요	0
10060	배달은 예정시간 대비 10분 초과해서 총 50분 걸렸습니다.일반적으로 배달앱은 예정시간보다 일찍 오던데..좀 아쉽네요.  쫄면, 양이 곱배기네요,맛은 보통입니다. 스페셜마리,  멸치고추 조금 매운데 괜찮네요 마늘베이컨은 마늘이 눅진해서 치아에 붙어요. 밥과 단무지 수분때문에 그런거 같습니다. 새우마리가 젤 나은거 같아요.	0
10061	덕분에 잘먹었습니당	0
10062	오우 족발 제대로 하는집이네요 굳굳	1
10063	재료도 많이 드가있고 맛나요!	0
10064	다 좋은데요. 개취인데 햄이 부족함 ㅋㅋㅋㅋㅋ	0
10065	저번에는 사장님께서 배달 해주셨던걸로 기억하는데 오늘 참 아쉽네요. 한시간 반넘게 걸려서 받으니 ㅠㅠㅠ 배가 지진나요 매장으로 전화를 드렸는데 전화받으신분이 밝은 기운으로  친절하게 응대하셔서 모라고 말을 못했어욬ㅋㅋㅋ 무튼 좋은 맛집이라 생각합니다❤️  서비스 주먹밥도 잘먹었습니다 :) 보통은 안뭉쳐주시는데 고생많으세요	1
10066	레알 존맛 저한테는 얼큰이 조금 매운점도 있어서 다음번에는 일반으로 먹어볼래요  맛있습니다!!	0
10067	이벤트기간이라 배달이 조금 느렸지만 맛있게먹었습니다 고추장이 맛나네요!!	0
10068	감사합니다  . 맛있게 잘 먹었습니다 ^^~%	0
10069	공기밥 주문한게 안와서 사러 갔다 왔네요.. 원할머니 보쌈 좀 비싸도 시켜먹는게 기본은 한다 생각해서였는데 고기에서 냄새나서 먹다 버렸네요!! 고기 삶고 드셔보시고 팔았음 좋겠네요. 기본같은데.	0
10070	여기서 시키고나서 다른데서 족발을 못먹어요!	1
10071	무순, 생강 빼달라고 요청드렸는데 그냥와서 음쓰 생긴것 빼고는 만족스러운 식사였습니다.  맛있어요	0
10072	맛있어요 사진은 깜빡했고..리뷰 참여할껄  시켜먹으면서 막국수 맛을 못봤네ㅜ	1
10073	돈까스 김말이는 맛있었지만 ~ 떡볶이는 제 취향이 아니내요	0
10074	도시락시켜먹을때 여기서만 먹어야겠네요♥	0
10075	와 진짜 존맛이에요! 양도 많고 계란도 제가 좋아하는 반숙ㅋㅋㅋ 거의 다 먹고 사진 찍었어요 배달 빨리 와서 따뜻할 때 잘 먹었어욤 사이드 국물됴 맛있어요 감사합니당 그런데 문제는 배달원분이 요구사항 깡그리 무시하고 호출하고 문 앞에 놔달라고 주문서에 큰 글씨로 매장에서 써주시기까지 한 것 같은데 문 열 때까지 두드리고 기다려서 어쩔 수 없이 나와서 받았는데 코로나 걸릴까봐 무섭네요;	0
10076	처음시켜봤는데 양이 어마어마하네요 ! 잘먹을게요	1
10077	그럭저럭맛있어요오오	0
10078	저번에 먹고 맛있어서 또 시켰는데 오늘도 맛있어요ㅋㅋ서비스 막국수는 진짜 양이 어마어마	1
10079	함박카츠도 타서오고 배달도 포장이 다 터져서 왔어요. 맛은 있지만 좀 별로네요;	0
10080	고기가 삶은게 부드럽지가 않아 살짝 아쉽지만 잘 먹었어요...	0
10081	잘먹었습니다~~~!	0
10082	맛있습니다~~~~~~	1
10083	맛있게 잘 먹었습니다	0
10084	기본에 충실한 맛 안전빵으로 시켜먹을 곳	0
10085	늘 맛잇는 스쿨푸드 잘먹겟습니가! 서비스로 주신 튀김도 잘먹읅요 감사합니다! 단무지 많이주셔서 너무 조아요! 튀김도❤️	0
10086	작당히 맛있게 먹었습니다	0
10087	그냥 그랬어요 다 남김	0
10088	배달 빨리 와요 맛은 다 아실거구요	0
